satnum,satname,vmag,delta,flux,JD0,JD1,camid,type,version,annulus,launch,sun_alt,sun_az,inc,alt,az,range,ra,dec,height,phase_angle,vmag_norm_550,vmag_norm_1000
51800U,STARLINK-3600,5.97101366124406,0.17639363339767622,25942.28305333225,2459876.834178241,2459876.834252112,LSE,standard,1.5,6551,2022-02-25,-24.084996632013794,120.44800857993755,53.2163,22.005358264028935,117.68467292721658,1215.9411587566776,10.929471566052339,-33.86181657627305,550.3163029738963,46.174182283521105,4.248264312344125,5.546450864872906
48395U,STARLINK-2574,5.984474434581314,0.044503796883767495,25656.534315561035,2459876.839275497,2459876.839349375,LSE,visorsat,1.0,9407,2021-05-04,-22.69492055211595,119.20810228694386,53.0525,51.602722577933,123.30110309920936,691.6452525120482,8.601955939616833,-42.8082408555314,557.7520972381243,74.38815932674238,5.486870880722246,6.785057433251026
48395U,STARLINK-2574,5.156945555023494,0.037031519147827936,52181.920797449086,2459876.839349375,2459876.839423252,LSE,visorsat,1.0,16673,2021-05-04,-22.67464810336236,119.19039298218048,53.0525,50.86457254168454,117.34321282919099,697.8197251612515,8.684652928602661,-39.11852354609495,557.6384343610741,73.56132388941053,4.640042795395053,5.938229347923834
48395U,STARLINK-2574,5.909468660001803,0.06470272059444158,27681.984774845936,2459876.839423252,2459876.839497123,LSE,visorsat,1.0,9281,2021-05-04,-22.654372544736326,119.17269133149824,53.0525,49.84542642126763,111.72766778124033,706.7416140006201,8.758875847283255,-35.49613817862753,557.5247415274953,72.805425785453,5.36497878759989,6.66316534012867
48395U,STARLINK-2574,5.84408693363306,0.09221648706064424,28552.542956839246,2459876.839497123,2459876.839571001,LSE,visorsat,1.0,9155,2021-05-04,-22.634095030324335,119.15499833165036,53.0525,48.59360648082814,106.52226361496164,718.3075412839112,8.826061505127123,-31.966970958372592,557.4110424752103,72.12457232095757,5.264348251215407,6.562534803744188
48395U,STARLINK-2574,6.1948582648372685,0.10776338584081518,18316.06684169994,2459876.839571001,2459876.839644878,LSE,visorsat,1.0,7475,2021-05-04,-22.61381211216879,119.13731096508728,53.0525,47.1605399245674,101.75788132001976,732.3940005054891,8.887359419645739,-28.5514702885723,557.2973351096069,71.51987558351215,5.572947821967622,6.871134374496402
53413U,STARLINK-4500,5.904594244665514,0.07042171573112331,27491.739663178283,2459876.84917423,2459876.849248107,LSE,standard,1.5,9323,2022-08-10,-19.94882690496292,116.89801825830422,53.2141,64.08596355743236,65.39064846311739,602.7661031027064,7.459205133227032,-16.263590552827726,549.538513288519,92.93852472256282,5.7056635844858805,7.003850137014662
53413U,STARLINK-4500,5.76669598462254,0.06768216443568909,28445.380447746993,2459876.849248107,2459876.849321985,LSE,standard,1.5,10079,2022-08-10,-19.928115476442436,116.88123402868258,53.2141,62.768466142452894,74.69112096384343,609.194684778001,7.688688101320773,-19.165560743681247,549.6522881394441,89.1066537285997,5.544728904782061,6.842915457310842
53413U,STARLINK-4500,5.756767061784625,0.10137056721801543,29068.035792049417,2459876.849321985,2459876.849395862,LSE,standard,1.5,9575,2022-08-10,-19.90740071757348,116.86445607695036,53.2141,60.93660434357959,82.83152899454106,618.7933991326718,7.920858465703991,-21.922284019657813,549.7661656229766,85.36503971283766,5.500852147787153,6.7990387003159345
53413U,STARLINK-4500,5.497841390611784,0.0992957925826223,36317.16648908035,2459876.849469739,2459876.849543617,LSE,standard,1.5,8819,2022-08-10,-19.865962656922022,116.83092014639384,53.2141,56.32547318787451,95.54013208162931,646.8874908978985,8.38764235193244,-26.89143358901478,549.9941519002344,78.2873531831925,5.145511072537791,6.443697625066571
53413U,STARLINK-4500,5.6027739305122815,0.10383105148198989,38475.29819588792,2459876.849617482,2459876.849691365,LSE,standard,1.5,8105,2022-08-10,-19.824515360082923,116.79741252956762,53.2141,51.235869235652785,104.39361965802989,685.5578727747763,8.848130533436088,-31.038207315710874,550.2223198964423,71.89617781840083,5.124366765318308,6.422553317847088
53413U,STARLINK-4500,5.62576571843101,0.09069919723187878,33986.99523895234,2459876.849691365,2459876.849765243,LSE,standard,1.5,7895,2022-08-10,-19.803783993079847,116.78066587926592,53.2141,48.70434105955407,107.77605440162274,708.3384490703999,9.072702211556589,-32.7965953851652,550.3364522533716,68.9835815426966,5.076375084780494,6.3745616373092755
53413U,STARLINK-4500,5.541304515972918,0.12689078855367145,36015.8770421861,2459876.84983912,2459876.849913003,LSE,standard,1.5,8357,2022-08-10,-19.76231498184535,116.74719425621136,53.2141,43.86927809792609,113.07574734846622,759.7446245514732,9.504827417347316,-35.71959187676985,550.5646765182889,63.72553206633504,4.839779783526891,6.137966336055673
53413U,STARLINK-4500,5.58275606349145,0.11749350422126553,35946.53634809079,2459876.850208513,2459876.850282389,LSE,standard,1.5,8777,2022-08-10,-19.658587898370516,116.66362677291471,53.2141,33.675920610105585,121.20559240221797,914.1051408230768,10.455219259915394,-40.213187656023884,551.1342871044702,53.514530927698026,4.479588754103431,5.777775306632211
53413U,STARLINK-4500,6.306323560330737,0.16823952809194276,16843.878037697763,2459876.850356255,2459876.850430133,LSE,standard,1.5,5921,2022-08-10,-19.617080014138434,116.63024807200225,53.2141,30.350854909956503,123.28801249386454,983.236141142162,10.77845165732852,-41.19349942753337,551.3613583526557,50.38105345829625,5.044847839399912,6.343034391928693
48403U,STARLINK-2561,6.083382688636137,0.10821923545565491,24221.116300082107,2459876.835434143,2459876.835508021,LSE,visorsat,1.0,8567,2021-05-04,-23.744105793247584,120.13915729914359,53.0525,47.80468463202082,123.41800816593957,726.4471287181443,8.854538192760279,-43.13617152484178,557.7584023955117,71.61322189979909,5.479176078322733,6.777362630851513
48403U,STARLINK-2561,5.876656908811546,0.12500808245601921,27922.20428494767,2459876.835508021,2459876.835581892,LSE,visorsat,1.0,9071,2021-05-04,-23.724019717354807,120.12105849749385,53.0525,47.133702510872496,118.16371101144534,733.095380367644,8.914882664566134,-39.582829932030876,557.6440883354717,70.88388148699013,5.252667942336851,6.550854494865632
48403U,STARLINK-2561,6.080003374662532,0.12883745858679801,24530.907660239354,2459876.835581892,2459876.835655769,LSE,visorsat,1.0,8441,2021-05-04,-23.703931867525657,120.10296906332704,53.0525,46.23717030504638,113.17117059516244,742.3465375795157,8.969550951273904,-36.09903919876343,557.5297411875326,70.22778746974932,5.428783385863261,6.726969938392042
48403U,STARLINK-2561,6.1346237135626005,0.12378549681854069,21053.52824678376,2459876.835655769,2459876.835729635,LSE,visorsat,1.0,7349,2021-05-04,-23.68383882846506,120.08488591101876,53.0525,45.15041390019385,108.48896930935358,754.1061374588903,9.01951322630263,-32.705279754939596,557.4153588338552,69.64698875651652,5.449274784014335,6.7474613365431155
53410U,STARLINK-4492,5.607899549131028,0.07092096757474861,36273.160224431216,2459876.853237216,2459876.853311094,LSE,standard,1.5,9785,2022-08-10,-18.805290150048236,115.98442419710142,53.2133,64.18593235166311,106.46563867228242,603.0534278607078,7.925151382607441,-33.146149119287536,550.2217232052715,83.32268641558574,5.407934044548302,6.706120597077083
53410U,STARLINK-4492,5.398437909940132,0.13404784256282584,39795.52173697926,2459876.853311094,2459876.853384971,LSE,standard,1.5,7685,2022-08-10,-18.784413983434213,115.96798787260767,53.2133,60.81110606373593,111.35372986297544,620.1093155363368,8.193997968854283,-35.4961318078978,550.3374857953418,79.68667387710741,5.137910079682896,6.436096632211676
53410U,STARLINK-4492,5.3437494505383185,0.11675558567972141,41694.64255704817,2459876.853384971,2459876.853458848,LSE,standard,1.5,8735,2022-08-10,-18.76353516935695,115.95155792120416,53.2133,57.485341090404404,115.08089336488528,639.8337864101591,8.462849899332788,-37.58116762958175,550.4532540303527,76.25634964394597,5.015227051684866,6.313413604213646
53410U,STARLINK-4492,5.641684648057145,0.09913639221351708,33605.96199196857,2459876.853458848,2459876.853532725,LSE,standard,1.5,8567,2022-08-10,-18.742653579096626,115.93513423335658,53.2133,54.272835445215684,117.99307712080945,661.9873804642791,8.729448017964758,-39.40329839063116,550.5690111897733,73.04085028422047,5.239249542944412,6.5374360954731925
53410U,STARLINK-4492,5.982389404040282,0.07666131301268024,27735.425079921857,2459876.853532725,2459876.853606597,LSE,standard,1.5,8147,2022-08-10,-18.72176895221904,115.91871659624015,53.2133,51.209330762913936,120.31933545785455,686.3340851994199,8.991649306500394,-40.972688587535444,550.6847412524992,70.0417231284888,5.501525013211155,6.799711565739935
53410U,STARLINK-4492,5.997274785624802,0.09801214105510503,25434.47297610701,2459876.853606597,2459876.853680474,LSE,standard,1.5,7811,2022-08-10,-18.70088287146979,115.90230624528233,53.2133,48.3127179665988,122.21373719446797,712.645973412511,9.247506127684272,-42.3052747432714,550.8004179621919,67.25492579342956,5.434719054925739,6.732905607454519
53410U,STARLINK-4492,5.907175623950689,0.09778102926715238,28502.53805581201,2459876.853680474,2459876.853754351,LSE,standard,1.5,7475,2022-08-10,-18.679992443175074,115.88590089892733,53.2133,45.588656818234156,123.78276376925322,740.7158369225928,9.495420766287914,-43.42103006422472,550.9160398302936,64.67165704834237,5.260730920362089,6.558917472890871
48669U,STARLINK-2707,2.4772294447504226,0.05873574870052407,655372.9675090967,2459876.845332887,2459876.845406765,LSE,visorsat,1.0,9113,2021-05-26,-21.02144243540558,117.7798272124797,53.05579999999999,60.76129768397214,102.54211102001925,628.0603192928282,7.998806335331023,-31.20401679213037,557.1946005057124,82.71381439479055,2.189036113997195,3.487222666525976
48669U,STARLINK-2707,2.72433673815825,0.08251949932976975,534024.5485511422,2459876.845406765,2459876.845480642,LSE,visorsat,1.0,8861,2021-05-26,-21.000894485769862,117.76269703630938,53.05579999999999,57.74893155144749,107.26385772821422,646.0437256252969,8.250775773642994,-33.401099760822866,557.3107536940975,79.24089019409435,2.374840620769106,3.6730271732978874
48669U,STARLINK-2707,2.0759289890062167,0.03788662880524655,994962.0499141779,2459876.845480642,2459876.845554519,LSE,visorsat,1.0,15371,2021-05-26,-20.98034369753186,117.74557398838068,53.05579999999999,54.760455945911005,111.02591686949951,666.532479026813,8.50094212070202,-35.360013857482706,557.4269230093215,75.96375534175492,1.6586358528859682,2.9568224054147487
48669U,STARLINK-2707,2.81240383330074,0.11976433667246505,474540.518591329,2459876.845554519,2459876.845628397,LSE,visorsat,1.0,8063,2021-05-26,-20.959789555723145,117.72845763070313,53.05579999999999,51.85382677137654,114.0688094165112,689.3026347562268,8.747549865626311,-37.084653228829055,557.5430940258028,72.8884290123349,2.3221675881566504,3.620354140685431
48669U,STARLINK-2707,2.189024635959239,0.04983383911071289,858223.8641426436,2459876.845628397,2459876.845702274,LSE,visorsat,1.0,14153,2021-05-26,-20.939231933811644,117.71134784945076,53.05579999999999,49.06383121575534,116.5670182953742,714.1351107267413,8.98899318833714,-38.58509250618732,557.659250090594,70.014774663395,1.6219361541578143,2.920122706686595
48669U,STARLINK-2707,3.255651627435265,0.10022548764497612,362653.19236723776,2459876.845702274,2459876.845776145,LSE,visorsat,1.0,7475,2021-05-26,-20.918671482814812,117.69424517763714,53.05579999999999,46.409583637711606,118.64679784720502,740.8205954722791,9.223870683780914,-39.8757604014447,557.7753701308227,67.33801660099647,2.608899836831173,3.9070863893599537
48669U,STARLINK-2707,3.2887094604834033,0.11048664757743393,313973.13418678835,2459876.845776145,2459876.845850023,LSE,visorsat,1.0,7391,2021-05-26,-20.89810937267392,117.67715057839732,53.05579999999999,43.89964639089033,120.40027046778842,769.1631902382571,9.451027549626481,-40.97380892105675,557.8914301299125,64.85006228351799,2.5604304475621267,3.8586170000909075
48669U,STARLINK-2707,2.704374291858585,0.06312397516271227,535812.3833742924,2459876.845850023,2459876.8459239,LSE,visorsat,1.0,12347,2021-05-26,-20.877542106721837,117.66006113628004,53.05579999999999,41.53502678669893,121.89584904234557,798.9898688835137,9.669627011843714,-41.89792959355723,558.0074323828452,62.540110836728765,1.8934813766514649,3.1916679291802454
48669U,STARLINK-2707,3.5413403731053705,0.16059083565447496,227315.07914387438,2459876.8459239,2459876.845997771,LSE,visorsat,1.0,6971,2021-05-26,-20.856971891509705,117.64297867718544,53.05579999999999,39.31291977791165,123.18439737805042,830.1365698517606,9.879033077368593,-42.66672793140433,558.1233469757119,60.396833913185105,2.64740608969664,3.945592642225421
48669U,STARLINK-2707,3.7033741060305267,0.1564360296268313,193931.47668328029,2459876.845997771,2459876.846071637,LSE,visorsat,1.0,6845,2021-05-26,-20.836400286507956,117.62590448604689,53.05579999999999,37.22761717589374,124.30465988974781,862.4562820659972,10.078864554467904,-43.298316691340816,558.2391476661552,58.40827720275435,2.726502103985051,4.024688656513832
48669U,STARLINK-2707,2.9870803067964644,0.09530825481865551,338235.84221502853,2459876.846071637,2459876.846145515,LSE,visorsat,1.0,11675,2021-05-26,-20.81582677682749,117.60883812469517,53.05579999999999,35.27159024054905,125.28661713794646,895.820837941279,10.268977288349612,-43.80978851323318,558.3548199014992,56.56228800916814,1.9277879519044239,3.225974504433205
48669U,STARLINK-2707,3.8472814772184627,0.2403924802162424,136443.98369250735,2459876.846145515,2459876.846219392,LSE,visorsat,1.0,6551,2021-05-26,-20.795246695936797,117.59177571484265,53.05579999999999,33.43618120057746,126.15384342350507,930.1237582398853,10.449442175873754,-44.21688670126327,558.4703724067144,54.8467710091294,2.706391235980181,4.004577788508962
48669U,STARLINK-2707,4.708606370547313,,115357.04827601057,2459876.846219392,2459876.846293281,LSE,visorsat,1.0,6425,2021-05-26,-20.774663678307455,117.5747202631929,53.05579999999999,31.71325686897483,126.9246445681189,965.258183610019,10.620398966651763,-44.53361777098828,558.5857672415127,53.2509542874526,3.4872023563769634,4.785388908905745
48671U,STARLINK-2745,5.755436311250644,0.07146392642159034,13470.029667093226,2459876.838684496,2459876.838758373,LSE,visorsat,1.0,5585,2021-05-26,-22.85696746968348,119.3500352820827,53.054700000000004,26.70008742340667,116.59211325077789,1086.0112432689994,10.654664410015315,-34.527556501181735,558.5249166072755,49.6342948835086,4.278078151498197,5.576264704026977
48671U,STARLINK-2745,5.740734587670847,0.23184354822603034,25177.15408676006,2459876.838832251,2459876.838906128,LSE,visorsat,1.0,8105,2021-05-26,-22.81647556918556,119.31450681059646,53.054700000000004,24.283200411675022,118.70507043549144,1156.8593608582303,10.894999155865772,-35.5381741965701,558.7558266583537,47.108655912238014,4.126145209768488,5.424331762297268
48671U,STARLINK-2745,6.378881395428763,0.3916333147233177,14796.787190381512,2459876.838906128,2459876.838980006,LSE,visorsat,1.0,5249,2021-05-26,-22.796224405615824,119.29675368041622,53.054700000000004,23.154949713762463,119.63750803351148,1193.1875527239906,11.007837924690598,-35.95474618760599,558.8710200781256,45.95750811672266,4.6971512720289805,5.995337824557761
44922U,STARLINK-1104,5.65474192644699,0.1766579961214369,29536.965655654978,2459876.832700949,2459876.832774826,LSE,standard,1.0,7181,2020-01-07,-24.484595475592055,120.81418294212614,53.05460000000001,27.521924465719508,121.31382800758237,1063.6311484393054,10.55186163875732,-38.78306526231045,558.3183450008181,52.01347661492808,4.222600138117598,5.5207866906463785
44922U,STARLINK-1104,6.641686548938722,0.05839202931504048,18451.197741295477,2459876.832922351,2459876.832996221,LSE,standard,1.0,6173,2020-01-07,-24.424803907702575,120.759104164249,53.05460000000001,26.064645214031,113.55029397844973,1102.7195424745935,10.492813282994662,-31.746667924994792,557.9763992096927,50.97394062317823,5.131174640207997,6.429361192736779
44914U,STARLINK-1073,5.647416579354481,0.0887061414051687,31559.58115935776,2459876.851390319,2459876.851464184,LSE,standard,1.0,10121,2020-01-07,-19.326224475625985,116.39734081836497,53.0548,52.293671845378356,145.60829715872862,686.2007045552015,8.417432715726271,-55.717015179974254,557.9998872238141,76.00186915563192,5.166974228668828,6.465160781197609
44914U,STARLINK-1073,4.873552683984858,0.031298211071493394,74086.65697928083,2459876.851464184,2459876.851538061,LSE,standard,1.0,22049,2020-01-07,-19.30542566558566,116.38075138466907,53.0548,52.76985706640427,139.2769408984661,682.2308514096229,8.556282396120539,-52.031215276574066,557.8850030697253,74.76738916400821,4.405709356934701,5.7038959094634825
44914U,STARLINK-1073,4.7697548884485546,0.032347538803457046,81102.0577193518,2459876.851538061,2459876.851611938,LSE,standard,1.0,20453,2020-01-07,-19.284620465009812,116.36416554296078,53.0548,52.890008664226926,132.80982840148027,681.1445997526711,8.676185393065445,-48.29149142267829,557.7700163228509,73.57443792322617,4.305371746925368,5.603558299454149
44914U,STARLINK-1073,4.684478468537765,0.03780166834644179,84562.00658388737,2459876.851611938,2459876.851685815,LSE,standard,1.0,19403,2020-01-07,-19.263812416824344,116.34758611154287,53.0548,52.64631038953019,126.36791813920232,682.9569073801828,8.780974286093178,-44.53546308489802,557.6549639617995,72.4393779765181,4.214325406952806,5.5125119594815875
44914U,STARLINK-1073,4.6062276814277805,0.03899732266731644,91319.8182420964,2459876.851685815,2459876.851759681,LSE,standard,1.0,18437,2020-01-07,-19.243001261585988,116.33101287553943,53.0548,52.0530355830739,120.10738734084401,687.6450776716152,8.87356412901,-40.79851288817762,557.5398619486834,71.37619762760231,4.121219436130835,5.419405988659617
44914U,STARLINK-1073,4.443953918612108,0.04626296201799759,101301.94739390824,2459876.851759681,2459876.851833559,LSE,standard,1.0,17891,2020-01-07,-19.222190282221245,116.31444843931688,53.0548,51.1439858089839,114.16027720597977,695.1496486679887,8.95617463569747,-37.11392784811177,557.4247458186276,70.39605713039902,3.9353758280631035,5.233562380591884
44914U,STARLINK-1073,5.291387524228892,0.10525912105422447,53527.93392911125,2459876.851833559,2459876.851907436,LSE,standard,1.0,9911,2020-01-07,-19.201372921778013,116.29788757591014,53.0548,49.96616558480649,108.61729718995328,705.3830464562693,9.030565034435028,-33.50946697584418,557.3095966513047,69.5061490948561,4.751075884715079,6.04926243724386
44914U,STARLINK-1073,4.720432577924644,0.059720782401838556,83471.80919070893,2459876.851907436,2459876.851981313,LSE,standard,1.0,15707,2020-01-07,-19.18055298767638,116.28133330798296,53.0548,48.57381420010109,103.53065262887723,718.227230300954,9.098083380387068,-30.010135306346562,557.1944528310252,68.71050015221604,4.140936692391973,5.439123244920753
44914U,STARLINK-1073,5.311637642708639,0.09265322300456405,51490.391182980406,2459876.851981313,2459876.852055191,LSE,standard,1.0,10415,2020-01-07,-19.159729957906247,116.26478521218631,53.0548,47.02153300269313,98.91518419939642,733.5450328063655,9.159816743897652,-26.635141753743138,557.0793287642915,68.00948228772612,4.686317187088579,5.9845037396173595
44914U,STARLINK-1073,4.909538821902096,0.06644388293053044,68885.9118513951,2459876.852055191,2459876.852129068,LSE,standard,1.0,14069,2020-01-07,-19.138903703986067,116.24824317853293,53.0548,45.35994110955968,94.75913891565901,751.1849018863435,9.216638640220959,-23.39867824391467,556.9642410024702,67.40051353125683,4.232618017208061,5.530804569736842
44914U,STARLINK-1073,5.77621305653458,0.22717241052805842,29491.71973662501,2459876.852129068,2459876.852202945,LSE,standard,1.0,7307,2020-01-07,-19.118074753856245,116.23170761824571,53.0548,43.63307345803885,91.0339577401324,770.986524056533,9.26925750588955,-20.31021538530481,556.8492096867219,66.87869389158617,5.042792568219455,6.340979120748235
44914U,STARLINK-1073,5.08432046123475,0.0791776256961354,54741.993067683485,2459876.852202945,2459876.852276828,LSE,standard,1.0,13145,2020-01-07,-19.097242979160175,116.21517842106724,53.0548,41.87723389252654,87.70210226879885,792.7873649631234,9.318256240933584,-17.37480670584967,556.7342512897367,66.4374586743212,4.290350308853433,5.588536861382214
44914U,STARLINK-1073,5.172759056265898,0.08461031147320534,49814.97869786969,2459876.852276828,2459876.852350706,LSE,standard,1.0,12599,2020-01-07,-19.076406412778773,116.19865401912145,53.0548,40.120956504876226,84.72271891463959,816.4288497817013,9.364121163526116,-14.593608378756086,556.6193721101765,66.06922790536241,4.314980789810294,5.613167342339075
44914U,STARLINK-1073,6.0411068552162295,0.14286515376127104,23896.555593530757,2459876.852350706,2459876.852424571,LSE,standard,1.0,7223,2020-01-07,-19.05556847197367,116.18213711452287,53.0548,38.38632319014395,82.05628399697446,841.7514525980746,9.407246904595455,-11.965531406056463,556.5046080865395,65.7660897602321,5.117000930105654,6.415187482634435
44914U,STARLINK-1073,5.576813022736832,0.09857648327984993,39074.37248710615,2459876.852424571,2459876.852498448,LSE,standard,1.0,11549,2020-01-07,-19.034731130846147,116.16562926076269,53.0548,36.68936903224355,79.66553261087451,868.604162408365,9.447968329681146,-9.4869416904078,556.3899870866519,65.52009393227306,4.584516939213237,5.882703491742017
44914U,STARLINK-1073,7.121401145685464,0.2579957708285103,16369.254546511778,2459876.852498448,2459876.852572326,LSE,standard,1.0,6215,2020-01-07,-19.013887430020947,116.14912493628889,53.0548,35.04056193618741,77.51581395981836,896.8571414195347,9.486585096109755,-7.151522886265744,556.2754878182018,65.32353548607811,6.059598239888589,7.35778479241737
44920U,STARLINK-1102,6.111532065265475,0.12225754327352735,26879.024402935185,2459876.842304207,2459876.842378084,LSE,standard,1.0,8315,2020-01-07,-21.86100196293861,118.48802351925524,53.052,38.442043709389786,128.91204485772025,841.7997234090808,9.908841969203841,-47.03794653594426,557.1776448507095,61.094637641961405,5.187301619159272,6.485488171688052
44920U,STARLINK-1102,5.155982690140073,0.07266996051836894,54845.67891158985,2459876.842378084,2459876.842451961,LSE,standard,1.0,15875,2020-01-07,-21.840589292546056,118.47060927835592,53.052,38.106558813373425,124.93801849438096,846.8104030464041,9.916988097464623,-43.90106967776389,557.0635229151375,60.258195200120596,4.218865214221749,5.517051766750529
44920U,STARLINK-1102,4.98024535971868,0.08031358003364958,59649.74662920865,2459876.842451961,2459876.842525839,LSE,standard,1.0,14573,2020-01-07,-21.820173393343616,118.45320220616597,53.052,37.632175644038625,121.06407726194107,854.0963071332401,9.925650709764636,-40.80750922354826,556.9492938783144,59.50745043653902,4.024524586658611,5.322711139187391
44920U,STARLINK-1102,5.620796736261806,0.1350848301841858,33125.203006342876,2459876.842525839,2459876.842599704,LSE,standard,1.0,8147,2020-01-07,-21.799753753767217,118.43580185766008,53.052,37.03161138546134,117.31950060860284,863.6000186257941,9.934752585690667,-37.7714844026336,556.8349722928799,58.84560836804428,4.641046968588574,5.939233521117355
44920U,STARLINK-1102,5.058603726877157,0.07357061990906262,56548.99439908677,2459876.842599704,2459876.842673582,LSE,standard,1.0,13775,2020-01-07,-21.779334367770613,118.41841162486412,53.052,36.320079128468535,113.72812099887373,875.246785468054,9.944230573016602,-34.80615853757498,556.7205979348612,58.27364350857548,4.0497645523475425,5.347951104876323
44920U,STARLINK-1102,5.260736392098277,0.06730203684594285,50312.950760750864,2459876.842673582,2459876.842747459,LSE,standard,1.0,13145,2020-01-07,-21.75890802980849,118.40102536212677,53.052,35.51372166576832,110.30527984864638,888.956145895909,9.954038905698642,-31.92112398172267,556.6061478300305,57.790020625451824,4.218148155445018,5.516334707973799
44920U,STARLINK-1102,5.356132722798783,0.06976978922689073,45577.056264533945,2459876.842747459,2459876.842821336,LSE,standard,1.0,12935,2020-01-07,-21.738478604768773,118.38364635252982,53.052,34.629440560379436,107.06202844766544,904.6319900841087,9.964136001575733,-29.125523006074022,556.4916609926572,57.39160030724088,4.275586463084791,5.573773015613571
44920U,STARLINK-1102,5.399990037187896,0.07903629537779085,43465.46373237601,2459876.842821336,2459876.842895214,LSE,standard,1.0,11969,2020-01-07,-21.718045967204247,118.36627448006358,53.052,33.683583764843355,104.00314155555859,922.1736385426109,9.97448932267134,-26.425845976193838,556.3771540668838,57.07356925103613,4.277739968540339,5.57592652106912
44920U,STARLINK-1102,5.877229824314918,0.2022696070084436,18784.62968285417,2459876.842895214,2459876.842969091,LSE,standard,1.0,6635,2020-01-07,-21.69760960511618,118.34890930061124,53.052,32.69144966176137,101.12869815399571,941.4767521826994,9.985072205816623,-23.82656107421749,556.2626415050831,56.82995859758401,4.709995269371757,6.008181821900537
44920U,STARLINK-1102,5.995860180377443,0.15752688687232688,18264.12253968018,2459876.842969091,2459876.843042962,LSE,standard,1.0,6425,2020-01-07,-21.677170165753523,118.3315513552434,53.052,31.66695700625129,98.43528547739413,962.4341777966542,9.99586188819099,-21.33047061975485,556.1481442273304,56.65406028728737,4.780818441866506,6.079004994395287
44920U,STARLINK-1102,5.722764992517295,0.08447322707074519,31968.756743839687,2459876.843042962,2459876.84311684,LSE,standard,1.0,10961,2020-01-07,-21.65672919884971,118.3142019495809,53.052,30.622412945702436,95.91686951450254,984.9378080010418,10.006838700986622,-18.938859842710027,556.0336881685939,56.538774046797116,4.4575343966105265,5.755720949139307
44920U,STARLINK-1102,6.45934170415568,0.18559678082296036,13858.867018067864,2459876.84311684,2459876.843190717,LSE,standard,1.0,5543,2020-01-07,-21.636282841915794,118.29685779650922,53.052,29.56810707655522,93.56490330809143,1008.887575297806,10.017988820162921,-16.651015105046024,555.9192689282091,56.476899026119206,5.1419412835152185,6.440127836043999
51794U,STARLINK-3573,5.956231493010156,0.06754082263978771,26362.02186590024,2459876.855674901,2459876.855748779,LSE,standard,1.5,9533,2022-02-25,-18.114937877947252,115.44531385080678,53.2148,46.6771574787909,129.19608296940106,727.9717085882536,9.422837020536328,-47.11251980870844,550.0142288323694,65.97331456986132,5.347472432946112,6.645658985474893
51794U,STARLINK-3573,5.698425871662803,0.05895431481916619,31448.671258147173,2459876.855748779,2459876.855822656,LSE,standard,1.5,9365,2022-02-25,-18.093967136540577,115.42907794064605,53.2148,46.295564423346676,123.93565459942708,731.8105564466632,9.480072445687258,-43.51841874395961,549.8931759391446,64.85153807270889,5.0782459694300845,6.376432521958865
51794U,STARLINK-3573,5.05247684811072,0.037632882999352295,59744.79812638573,2459876.855822656,2459876.855896533,LSE,standard,1.5,16253,2022-02-25,-18.072993972233938,115.41284831394528,53.2148,45.6729157078475,118.84284790390888,738.3139663080809,9.531635723750616,-39.96935078302627,549.7720852794552,63.82624010245129,4.413084876446975,5.711271428975756
51794U,STARLINK-3573,5.05680945166247,0.04022258132596006,60873.857257688156,2459876.855896533,2459876.855970399,LSE,standard,1.5,16001,2022-02-25,-18.052017859005268,115.39662455571272,53.2148,44.83515651646209,113.98420707379725,747.4124925083412,9.578552987201151,-36.48889720621403,549.6509716329011,62.90520709119087,4.390821136528827,5.689007689057608
51794U,STARLINK-3573,5.1197090264741085,0.05090059831425873,54388.10617928138,2459876.855970399,2459876.856044288,LSE,standard,1.5,14909,2022-02-25,-18.031042105586376,115.38040921549977,53.2148,43.81452141427976,109.40807609080021,759.010722225739,9.621612837717038,-33.09819696490888,549.5298718932564,62.092649032688875,4.420282918772399,5.718469471301179
44918U,STARLINK-1099,5.922303752769103,0.17536088996461732,24337.774153917133,2459876.831666672,2459876.831740549,LSE,standard,1.0,6761,2020-01-07,-24.763456181935727,121.07242694692965,53.0535,27.01130781063603,123.69299154323238,1077.3960157717004,10.62204728893827,-40.66250131468589,558.4542799298365,51.84080477550471,4.462240374316707,5.760426926845488
44918U,STARLINK-1099,5.417114782125772,0.15725801896444466,39057.57988148055,2459876.831740549,2459876.831814426,LSE,standard,1.0,7097,2020-01-07,-24.743562611824913,121.0539291993963,53.0535,26.63348396542089,121.0341560543813,1087.4779770280538,10.594875212223526,-38.283350784527244,558.3410570436498,51.381865264041494,3.9368258764155133,5.2350124289442945
44918U,STARLINK-1099,5.10982558443175,0.08181281889625901,60806.683061094096,2459876.831814426,2459876.831888304,LSE,standard,1.0,12557,2020-01-07,-24.723665056929086,121.03543933230644,53.0535,26.202806491653927,118.44613642293152,1099.2410656679033,10.571055219749388,-35.94590482497297,558.2276707817659,50.99310737446683,3.606174309509055,4.904360862037835
44918U,STARLINK-1099,5.599353104728744,0.06376358475430034,40698.0397740673,2459876.831888304,2459876.831962181,LSE,standard,1.0,12095,2020-01-07,-24.703763395456335,121.01695722259588,53.0535,25.7248164552901,115.93583181475849,1112.631808115766,10.550188195131716,-33.65583928080669,558.1141378471817,50.672902315898185,4.069409194849586,5.367595747378367
